ID,NAME,LAT,LNG,DESCRIPTION,IMAGE,USER
254,Place254,-15.72431,-171.0522,Description254,3,15
255,Place255,-43.30758,162.29496,Description255,2,15
256,Place256,18.63537,-140.10716,Description256,5,15
257,Place257,-35.32216,168.65606,Description257,3,15
258,Place258,17.13311,-23.61346,Description258,10,15
259,Place259,53.46469,-15.3485,Description259,,15
260,Place260,8.84584,-1.29146,Description260,8,15
261,Place261,-17.74322,-87.42806,Description261,,15
262,Place262,-67.86189,-69.28736,Description262,2,15
263,Place263,-46.09144,66.07687,Description263,8,15
264,Place264,-24.49378,137.16733,Description264,10,15
265,Place265,34.24752,-153.50729,Description265,6,15
266,Place266,-0.8828,-20.21048,Description266,10,15
267,Place267,56.21132,129.59679,Description267,7,15
268,Place268,-32.38662,-152.42207,Description268,5,15
269,Place269,7.88379,93.85503,Description269,5,15
270,Place270,-28.0228,81.26749,Description270,5,15
271,Place271,21.51971,-164.54372,Description271,3,15
272,Place272,-24.74012,-135.94611,Description272,2,15
273,Place273,-1.11276,131.79374,Description273,,15
274,Place274,25.20018,-50.90875,Description274,5,15
275,Place275,-71.24912,22.24635,Description275,6,15
276,Place276,-41.11608,71.39007,Description276,5,15
277,Place277,-34.26572,-155.23956,Description277,8,15
278,Place278,-24.24286,-104.40659,Description278,10,15
279,Place279,-10.86955,153.76991,Description279,3,15
280,Place280,31.14161,-173.9042,Description280,10,15
281,Place281,1.0037,29.99448,Description281,7,15
282,Place282,30.10766,32.16962,Description282,8,15
283,Place283,-39.45192,47.30276,Description283,5,15
284,Place284,-31.89804,120.25588,Description284,2,15
285,Place285,11.96486,-23.58683,Description285,10,15
286,Place286,18.43666,95.61561,Description286,6,15
287,Place287,55.5264,-65.79409,Description287,6,15
288,Place288,-11.86561,-84.48827,Description288,7,15
289,Place289,-47.22476,-66.6692,Description289,2,15
290,Place290,-31.91711,1.40939,Description290,2,15
291,Place291,57.59723,86.16946,Description291,7,15
292,Place292,-25.38151,-129.4768,Description292,5,15
293,Place293,18.10052,-116.49471,Description293,6,15
294,Place294,18.7063,-40.94182,Description294,3,15
295,Place295,35.70814,98.6605,Description295,3,15
296,Place296,0.41959,82.57486,Description296,7,15
297,Place297,-37.19312,116.86771,Description297,3,16
298,Place298,53.32703,-37.66546,Description298,7,16
299,Place299,-27.54997,72.78651,Description299,2,16
300,Place300,3.40863,-130.24173,Description300,7,16
301,Place301,0.71659,16.25111,Description301,2,16
302,Place302,-20.11411,-118.03112,Description302,,16
303,Place303,24.42051,151.60245,Description303,2,16
304,Place304,33.88803,149.62023,Description304,5,16
305,Place305,0.9796,-45.10469,Description305,2,16
306,Place306,-5.27932,-105.2125,Description306,8,16
307,Place307,6.26644,136.45644,Description307,7,16
308,Place308,47.31355,-17.57442,Description308,8,16
309,Place309,22.53763,-121.3827,Description309,6,16
310,Place310,-77.33826,-90.22169,Description310,6,16
311,Place311,7.98957,-4.60712,Description311,7,16
312,Place312,-74.00875,15.44315,Description312,8,16
313,Place313,13.14762,-4.35698,Description313,10,16
314,Place314,44.79861,-162.12426,Description314,7,16
315,Place315,61.42019,-114.27626,Description315,2,16
316,Place316,-25.56947,-86.48361,Description316,10,16
317,Place317,12.25481,-46.44506,Description317,7,16
318,Place318,69.73321,10.08365,Description318,10,16
319,Place319,-64.33564,-11.69225,Description319,2,16
320,Place320,79.39281,111.68872,Description320,10,16
321,Place321,-27.77223,84.27446,Description321,8,16
322,Place322,29.01235,-174.14986,Description322,3,16
323,Place323,-77.19094,109.63589,Description323,10,16
324,Place324,-18.6743,-138.24234,Description324,8,16
325,Place325,22.87501,-63.45805,Description325,3,16
326,Place326,55.86738,136.22427,Description326,,16
327,Place327,73.35031,3.3352,Description327,3,16
328,Place328,-8.77178,-74.84694,Description328,5,16
329,Place329,-4.95876,-169.18086,Description329,5,16
330,Place330,41.35236,23.00544,Description330,2,16
331,Place331,-33.58556,128.18552,Description331,2,16
332,Place332,-69.47969,-93.8961,Description332,6,16
333,Place333,-58.43248,117.87955,Description333,5,16
334,Place334,-15.22572,168.219,Description334,10,16
335,Place335,34.06574,-129.15248,Description335,,16
336,Place336,37.50047,-149.68498,Description336,7,16
337,Place337,-10.3606,-87.51726,Description337,2,16
338,Place338,4.03605,35.82285,Description338,2,16
339,Place339,-35.26815,-104.58182,Description339,6,16
340,Place340,8.8556,72.50812,Description340,10,17
341,Place341,61.59386,-82.05039,Description341,8,17
342,Place342,2.23885,72.23075,Description342,3,17
343,Place343,38.68466,79.27623,Description343,6,17
344,Place344,10.7771,-98.9418,Description344,2,17
345,Place345,33.48829,-160.56218,Description345,6,17
346,Place346,-9.74542,126.65226,Description346,5,17
347,Place347,1.95111,-68.11182,Description347,3,17
348,Place348,-19.10141,42.33699,Description348,5,17
349,Place349,-75.83644,-134.39149,Description349,7,17
350,Place350,-64.13728,-169.53217,Description350,7,17
351,Place351,31.67004,79.32659,Description351,8,17
352,Place352,38.30646,93.94482,Description352,,17
353,Place353,-2.55233,-127.30543,Description353,6,17
354,Place354,-9.34768,-176.8612,Description354,2,17
355,Place355,0.9624,-129.61809,Description355,2,17
356,Place356,-46.96177,74.23864,Description356,6,17
357,Place357,-40.63182,92.07385,Description357,3,17
358,Place358,-32.56604,154.89604,Description358,,17
359,Place359,-13.23992,-26.97804,Description359,7,17
360,Place360,52.01998,-71.03275,Description360,2,17
361,Place361,-16.23675,-33.405,Description361,6,17
362,Place362,-63.49662,44.21469,Description362,3,17
363,Place363,71.80196,-80.64561,Description363,2,17
364,Place364,-24.65883,-65.11145,Description364,8,17
365,Place365,2.77416,-82.29973,Description365,10,17
366,Place366,-3.99953,-3.15486,Description366,2,17
367,Place367,-67.77335,152.33251,Description367,5,17
368,Place368,42.48149,36.67728,Description368,8,17
369,Place369,3.90759,5.47322,Description369,3,17
370,Place370,-31.6945,-147.30959,Description370,6,17
371,Place371,6.45862,95.86214,Description371,2,17
372,Place372,67.47007,-179.36928,Description372,6,17
373,Place373,7.27145,138.90542,Description373,3,17
374,Place374,67.31338,147.15816,Description374,10,17
375,Place375,-50.61522,19.29809,Description375,,17
376,Place376,15.36686,-97.79634,Description376,8,17
377,Place377,-27.80721,-18.05493,Description377,8,17
378,Place378,-30.3498,-113.29715,Description378,3,17
379,Place379,46.44313,67.85374,Description379,2,17
380,Place380,42.32656,39.69097,Description380,7,17
381,Place381,36.38434,-14.55268,Description381,5,17
382,Place382,-15.2521,42.62554,Description382,7,17
383,Place383,8.01114,64.01191,Description383,,17
384,Place384,-36.45748,-121.64495,Description384,5,18
385,Place385,42.80655,-151.4309,Description385,,18
386,Place386,-33.7602,-52.77179,Description386,6,18
387,Place387,-56.27755,-132.68253,Description387,6,18
388,Place388,-33.58071,116.09865,Description388,10,18
389,Place389,-24.6322,127.52142,Description389,,18
390,Place390,0.65361,127.3664,Description390,2,18
391,Place391,-16.37081,53.42348,Description391,3,18
392,Place392,49.35663,169.89955,Description392,5,18
393,Place393,20.75773,-114.2357,Description393,10,18
394,Place394,-52.5759,89.8215,Description394,10,18
395,Place395,20.16819,170.51862,Description395,3,18
396,Place396,27.71155,67.38565,Description396,7,18
397,Place397,15.15355,104.67794,Description397,3,18
398,Place398,22.76058,-37.63358,Description398,5,18
399,Place399,-11.18549,31.26344,Description399,8,18
400,Place400,-3.53696,164.0581,Description400,6,18
401,Place401,-34.182,78.96945,Description401,7,18
402,Place402,-23.93365,94.77621,Description402,,18
403,Place403,-33.25695,-47.97448,Description403,8,18
404,Place404,-42.97706,153.26066,Description404,5,18
405,Place405,20.40301,-53.78661,Description405,,18
406,Place406,12.44509,-2.9251,Description406,5,18
407,Place407,-20.09993,6.56247,Description407,7,18
408,Place408,-21.0133,-13.73303,Description408,,18
409,Place409,1.10954,-99.53452,Description409,2,18
410,Place410,-41.56075,44.39035,Description410,5,18
411,Place411,26.07478,-122.14742,Description411,,18
412,Place412,-58.49372,-167.41244,Description412,7,18
413,Place413,-24.98949,175.93999,Description413,10,18
414,Place414,50.14971,-115.26049,Description414,5,18
415,Place415,-26.30119,79.32924,Description415,3,19
416,Place416,66.94769,90.09647,Description416,3,19
417,Place417,-22.10227,-6.81713,Description417,6,19
418,Place418,29.77274,145.51332,Description418,3,19
419,Place419,-9.71958,-142.64181,Description419,2,19
420,Place420,-22.99286,50.00916,Description420,6,19
421,Place421,-53.73715,-178.89859,Description421,3,19
422,Place422,14.19689,-27.968,Description422,8,19
423,Place423,-54.42936,85.85704,Description423,5,19
424,Place424,20.33845,109.40483,Description424,8,19
425,Place425,66.57948,-111.4408,Description425,8,19
426,Place426,13.32211,97.17719,Description426,10,19
427,Place427,-14.51806,99.03159,Description427,5,19
428,Place428,31.92404,-173.64184,Description428,10,19
429,Place429,-37.61317,141.9364,Description429,5,19
430,Place430,21.43963,50.68876,Description430,5,19
431,Place431,6.02492,107.21528,Description431,3,19
432,Place432,-75.48394,33.06481,Description432,5,19
433,Place433,-9.11858,35.2784,Description433,7,19
434,Place434,-47.77902,107.06824,Description434,10,19
435,Place435,47.31818,166.38464,Description435,,19
436,Place436,-17.37916,-64.52277,Description436,3,19
437,Place437,-4.2393,-40.81366,Description437,5,20
438,Place438,37.7717,134.91088,Description438,6,20
439,Place439,0.95256,149.09465,Description439,5,20
440,Place440,-41.48929,-19.44029,Description440,8,20
441,Place441,31.68993,-128.6389,Description441,8,20
442,Place442,-2.62586,161.85905,Description442,5,20
443,Place443,-28.37303,176.22244,Description443,,20
444,Place444,-40.73598,121.22136,Description444,5,20
445,Place445,-39.34839,156.66962,Description445,8,20
446,Place446,82.45328,-67.96315,Description446,,20
447,Place447,36.88101,-10.77692,Description447,,20
448,Place448,-34.76041,-134.60515,Description448,10,20
449,Place449,-53.79037,155.62129,Description449,3,20
450,Place450,-0.38245,-118.0693,Description450,7,20
451,Place451,72.60023,95.38137,Description451,3,20
452,Place452,57.30703,156.21024,Description452,3,20
453,Place453,5.18467,26.46586,Description453,6,20
454,Place454,-25.03884,-4.66163,Description454,2,20
455,Place455,2.26125,-36.49652,Description455,2,21
456,Place456,-22.21272,-144.61006,Description456,,21
457,Place457,51.48525,-148.98568,Description457,5,21
458,Place458,0.43787,-121.82726,Description458,10,21
459,Place459,17.61256,-159.07591,Description459,3,21
460,Place460,-49.11378,25.49777,Description460,3,21
461,Place461,-20.71304,57.2435,Description461,,21
462,Place462,-29.55022,-120.21089,Description462,7,21
463,Place463,-37.73139,-148.5967,Description463,,21
464,Place464,-58.11285,-53.25751,Description464,6,21
465,Place465,5.17637,173.36292,Description465,,21
466,Place466,-58.01219,-30.35225,Description466,7,21
467,Place467,-29.912,-164.21048,Description467,7,21
468,Place468,-0.53002,-34.35406,Description468,6,21
469,Place469,51.82753,119.74035,Description469,6,21
470,Place470,-26.56731,-98.36121,Description470,10,21
471,Place471,-2.14172,171.97903,Description471,10,21
472,Place472,50.88099,143.35382,Description472,8,21
473,Place473,-37.4665,163.42323,Description473,6,21
474,Place474,26.5084,149.57212,Description474,,21
475,Place475,-3.53282,-115.31685,Description475,6,22
476,Place476,76.90472,138.07075,Description476,5,22
477,Place477,31.19141,39.62745,Description477,,22
478,Place478,-0.01337,-118.52447,Description478,8,22
479,Place479,75.92634,8.86436,Description479,8,22
480,Place480,80.20012,-56.6998,Description480,5,22
481,Place481,6.4004,147.09902,Description481,6,22
482,Place482,-19.47497,-134.13784,Description482,10,22
483,Place483,23.62358,178.93754,Description483,6,22
484,Place484,-3.18776,-179.48906,Description484,,22
485,Place485,-13.14525,8.42756,Description485,10,22
486,Place486,12.00594,47.61786,Description486,,22
487,Place487,4.14416,-70.80928,Description487,2,22
488,Place488,-0.63546,177.44429,Description488,7,22
489,Place489,52.64753,175.15194,Description489,2,22
490,Place490,-13.59805,-71.35224,Description490,2,22
491,Place491,18.86018,124.38987,Description491,2,22
492,Place492,-26.44181,-23.04637,Description492,10,22
493,Place493,11.3144,172.10126,Description493,2,22
494,Place494,-75.47736,-168.64393,Description494,3,22
495,Place495,-30.32921,64.34251,Description495,7,22
496,Place496,16.57164,-171.17713,Description496,2,22
497,Place497,-27.59956,24.17278,Description497,6,22
498,Place498,49.33726,155.57045,Description498,3,22
499,Place499,-10.04163,81.80368,Description499,8,22
500,Place500,-66.88174,53.44443,Description500,3,22
501,Place501,25.39484,-80.40335,Description501,10,22
502,Place502,49.83151,-163.19135,Description502,2,22
503,Place503,-25.50032,-25.28731,Description503,8,22
504,Place504,-33.44592,166.82916,Description504,6,22
505,Place505,-6.94549,28.90029,Description505,,23
506,Place506,14.62694,168.93231,Description506,3,23
507,Place507,-13.27664,168.29291,Description507,5,23
508,Place508,-5.16153,122.53944,Description508,7,23
509,Place509,2.34946,46.0791,Description509,2,23
510,Place510,-55.58063,-58.65144,Description510,5,23
511,Place511,-81.81752,-15.13927,Description511,3,23
512,Place512,-10.57646,41.86717,Description512,6,23
513,Place513,-33.70598,151.61581,Description513,,23
514,Place514,32.20813,92.68585,Description514,10,23
515,Place515,-24.84316,-106.78727,Description515,8,23
516,Place516,80.70876,12.97083,Description516,10,23
517,Place517,16.34616,37.22804,Description517,5,23
518,Place518,-45.62862,5.40186,Description518,10,23
519,Place519,39.62971,133.65588,Description519,3,23
520,Place520,41.47683,74.0825,Description520,2,23
521,Place521,16.2761,-171.74369,Description521,,23
522,Place522,4.68737,150.995,Description522,6,23
523,Place523,8.23157,-23.0805,Description523,7,23
524,Place524,-19.23648,-65.13037,Description524,8,23
525,Place525,28.52254,76.04678,Description525,3,23
526,Place526,-35.42211,97.93224,Description526,,23
527,Place527,29.98232,105.01492,Description527,8,23
528,Place528,66.17114,98.13468,Description528,8,23
529,Place529,32.05086,-86.54006,Description529,3,23
530,Place530,-39.46952,160.01942,Description530,2,23
531,Place531,-44.25272,-74.4915,Description531,10,23
532,Place532,-49.75804,-134.39496,Description532,6,23
533,Place533,5.61987,-137.9428,Description533,3,23
534,Place534,16.5173,156.41616,Description534,5,23
535,Place535,19.82083,-129.50964,Description535,,23
536,Place536,19.6637,1.39807,Description536,3,23
537,Place537,21.61698,-94.22901,Description537,5,23
538,Place538,12.24032,-139.80717,Description538,5,23
539,Place539,42.04744,-162.79939,Description539,7,23
540,Place540,34.62392,-65.89861,Description540,2,23
541,Place541,11.51663,134.91793,Description541,,23
542,Place542,70.93918,147.12445,Description542,2,23
543,Place543,-47.23345,-52.4055,Description543,7,23
544,Place544,19.06398,-110.45444,Description544,5,23
545,Place545,-40.63203,44.94025,Description545,6,23
546,Place546,79.7174,-99.27182,Description546,5,23
547,Place547,-26.80037,-57.31642,Description547,2,23
548,Place548,-36.87542,-87.43432,Description548,10,23
549,Place549,10.2177,128.49212,Description549,6,23
550,Place550,21.09053,47.98034,Description550,8,24
551,Place551,21.62898,42.0171,Description551,7,24
552,Place552,-79.39788,-107.05746,Description552,3,24
553,Place553,-9.26173,14.88004,Description553,5,24
554,Place554,34.94464,105.6883,Description554,7,24
555,Place555,-13.53193,162.82684,Description555,6,24
556,Place556,-31.04825,-126.7389,Description556,,24
557,Place557,39.32126,-100.52605,Description557,5,24
558,Place558,-35.63994,-14.93382,Description558,,24
559,Place559,-22.89428,92.87977,Description559,8,24
560,Place560,35.49781,-100.64571,Description560,5,24
