ID,NAME,LAT,LNG,DESCRIPTION,IMAGE,USER
313,Place313,-52.14871,-86.51888,Description313,1,10
314,Place314,43.71965,-0.16266,Description314,1,10
315,Place315,-53.38965,174.81716,Description315,1,10
316,Place316,18.00545,-49.78531,Description316,1,10
317,Place317,46.80629,-68.70165,Description317,1,10
318,Place318,14.14389,177.76774,Description318,1,10
319,Place319,4.4239,157.6479,Description319,1,10
320,Place320,25.64378,144.6761,Description320,1,10
321,Place321,55.35269,158.67352,Description321,1,10
322,Place322,-61.90924,-61.58145,Description322,1,10
323,Place323,-3.81462,114.87919,Description323,1,10
324,Place324,-17.00824,133.54005,Description324,1,10
325,Place325,-61.64109,25.446,Description325,1,10
326,Place326,-67.04055,135.52043,Description326,1,10
327,Place327,28.4059,94.07443,Description327,1,10
328,Place328,-26.57954,63.93313,Description328,1,10
329,Place329,-68.63613,-114.81215,Description329,1,10
330,Place330,-32.8247,-177.14061,Description330,1,10
331,Place331,-20.98633,103.66457,Description331,1,10
332,Place332,-3.19685,-108.27711,Description332,1,10
333,Place333,6.97572,52.1168,Description333,1,10
334,Place334,-71.08994,126.31851,Description334,1,10
335,Place335,18.97129,61.61718,Description335,1,10
336,Place336,-13.19859,-49.96516,Description336,1,10
337,Place337,-17.02039,18.05439,Description337,1,10
338,Place338,-59.76153,-7.72549,Description338,1,10
339,Place339,-62.04044,-172.77381,Description339,1,10
340,Place340,67.72688,27.47633,Description340,1,10
341,Place341,-21.64286,-126.11571,Description341,1,10
342,Place342,33.62951,57.96103,Description342,1,10
343,Place343,-9.99315,-117.5767,Description343,1,10
344,Place344,24.4592,-98.5973,Description344,1,10
345,Place345,4.82686,171.53745,Description345,1,10
346,Place346,-7.56466,-3.45628,Description346,1,10
347,Place347,8.48646,-37.90498,Description347,1,10
348,Place348,-47.44002,118.64753,Description348,1,10
349,Place349,-40.27873,-100.54224,Description349,1,10
350,Place350,20.37135,-163.87439,Description350,1,10
351,Place351,19.69703,124.55203,Description351,1,10
352,Place352,29.75058,109.73265,Description352,1,10
353,Place353,-7.08933,49.88771,Description353,1,10
354,Place354,-81.6263,70.38249,Description354,1,10
355,Place355,31.83703,90.18616,Description355,1,10
356,Place356,61.97629,-138.269,Description356,1,10
357,Place357,-47.56218,-53.07016,Description357,1,11
358,Place358,-1.51731,161.12438,Description358,1,11
359,Place359,41.88436,-40.92072,Description359,1,11
360,Place360,11.58395,27.69515,Description360,1,11
361,Place361,-81.06839,-92.37541,Description361,1,11
362,Place362,15.40993,-135.34593,Description362,1,11
363,Place363,22.81958,-130.13557,Description363,1,11
364,Place364,-37.34165,-150.39741,Description364,1,11
365,Place365,20.04214,-75.79399,Description365,1,11
366,Place366,32.8368,144.25192,Description366,1,11
367,Place367,-16.19304,-75.31121,Description367,1,11
368,Place368,51.7027,154.6493,Description368,1,11
369,Place369,-60.48932,-177.23927,Description369,1,11
370,Place370,-69.84379,11.28117,Description370,1,11
371,Place371,-15.14699,60.49829,Description371,1,11
372,Place372,69.99433,158.44838,Description372,1,11
373,Place373,-12.59665,-26.06293,Description373,1,11
374,Place374,9.79598,66.83022,Description374,1,11
375,Place375,-2.08338,-150.39445,Description375,1,11
376,Place376,-51.11143,9.56976,Description376,1,11
377,Place377,-56.5004,-11.4641,Description377,1,11
378,Place378,-48.07879,-140.73643,Description378,1,11
379,Place379,38.97745,-97.69581,Description379,1,11
380,Place380,30.1569,107.56544,Description380,1,11
381,Place381,-15.10713,172.01953,Description381,1,11
382,Place382,52.73908,-82.27986,Description382,1,11
383,Place383,-27.3833,63.87065,Description383,1,11
384,Place384,76.773,144.77429,Description384,1,11
385,Place385,-19.6317,109.49,Description385,1,11
386,Place386,33.47254,-32.46807,Description386,1,11
387,Place387,-3.7329,-98.45199,Description387,1,11
388,Place388,-23.10251,140.1257,Description388,1,11
389,Place389,-2.27125,-91.72603,Description389,1,11
390,Place390,43.87199,34.71655,Description390,1,11
391,Place391,4.93604,-170.56542,Description391,1,11
392,Place392,17.3472,-80.64199,Description392,1,11
393,Place393,25.17514,-79.04205,Description393,1,11
394,Place394,70.06793,-105.50899,Description394,1,11
395,Place395,31.90982,108.1554,Description395,1,11
396,Place396,32.37606,99.46544,Description396,1,11
397,Place397,-38.42831,41.90866,Description397,1,12
398,Place398,-55.16442,-80.15077,Description398,1,12
399,Place399,-1.89875,-18.26099,Description399,1,12
400,Place400,-66.16305,40.84999,Description400,1,12
401,Place401,60.04922,-22.00948,Description401,1,12
402,Place402,-5.46396,142.58939,Description402,1,12
403,Place403,63.77757,-177.90956,Description403,1,12
404,Place404,65.1061,-102.82101,Description404,1,12
405,Place405,-5.58363,126.12919,Description405,1,12
406,Place406,43.4919,14.32096,Description406,1,12
407,Place407,47.74041,-38.58407,Description407,1,12
408,Place408,-6.56177,14.18402,Description408,1,12
409,Place409,48.17953,40.53686,Description409,1,12
410,Place410,7.52453,-41.11462,Description410,1,13
411,Place411,-27.39626,-99.05112,Description411,1,13
412,Place412,28.81443,-132.71197,Description412,1,13
413,Place413,49.66896,-162.876,Description413,1,14
414,Place414,-85.26459,90.48879,Description414,1,14
415,Place415,-28.73159,-24.11797,Description415,1,14
416,Place416,81.21105,-167.69034,Description416,1,14
417,Place417,60.73497,-26.87699,Description417,1,14
418,Place418,-12.91526,-90.28329,Description418,1,14
419,Place419,-49.04956,-137.39254,Description419,1,14
420,Place420,-26.3159,63.71033,Description420,1,14
421,Place421,7.87731,-35.08646,Description421,1,14
422,Place422,62.32678,9.42388,Description422,1,14
423,Place423,14.8036,-134.79303,Description423,1,14
424,Place424,-59.14866,-57.32275,Description424,1,14
425,Place425,-62.95125,-26.11456,Description425,1,14
426,Place426,-57.14421,-69.9864,Description426,1,14
427,Place427,68.86058,67.89296,Description427,1,14
428,Place428,8.59068,-140.387,Description428,1,14
429,Place429,85.33087,73.7463,Description429,1,14
430,Place430,-9.7994,-55.17638,Description430,1,14
431,Place431,-24.04296,-91.62802,Description431,1,14
432,Place432,-32.19852,133.00619,Description432,1,14
433,Place433,-21.80785,-12.74876,Description433,1,14
434,Place434,8.90388,7.26462,Description434,1,14
435,Place435,-38.48041,-69.79762,Description435,1,14
436,Place436,-30.31635,-39.40958,Description436,1,14
437,Place437,29.98871,84.8163,Description437,1,14
438,Place438,16.73335,-77.52411,Description438,1,14
439,Place439,51.8155,-127.61102,Description439,1,14
440,Place440,-3.23638,-118.66856,Description440,1,14
441,Place441,-58.632,144.34397,Description441,1,14
442,Place442,45.7024,-100.18681,Description442,1,14
443,Place443,16.22232,-129.50137,Description443,1,14
444,Place444,52.11377,163.53339,Description444,1,14
445,Place445,38.47502,53.28521,Description445,1,14
446,Place446,3.96894,-169.9454,Description446,1,14
447,Place447,-28.72215,-26.29757,Description447,1,14
448,Place448,-21.6075,57.59526,Description448,1,14
449,Place449,19.7574,-80.3082,Description449,1,15
450,Place450,-3.92749,-164.75269,Description450,1,15
451,Place451,-3.06867,-2.58251,Description451,1,15
452,Place452,36.47423,-32.07361,Description452,1,15
453,Place453,7.86009,-99.74036,Description453,1,15
454,Place454,27.66578,96.31068,Description454,1,15
455,Place455,48.41983,53.43236,Description455,1,15
456,Place456,22.66275,-18.33004,Description456,1,15
457,Place457,18.2583,115.12617,Description457,1,15
458,Place458,59.13126,-163.69132,Description458,1,15
459,Place459,38.74613,-172.11939,Description459,1,15
460,Place460,-75.80394,145.30209,Description460,1,15
461,Place461,-9.16209,-126.04065,Description461,1,15
462,Place462,-49.43143,102.72023,Description462,1,15
463,Place463,-31.52826,133.70343,Description463,1,15
464,Place464,-47.84502,-91.1106,Description464,1,15
465,Place465,-61.33798,101.80814,Description465,1,15
466,Place466,-28.29053,157.79552,Description466,1,15
467,Place467,45.92128,148.66956,Description467,1,15
468,Place468,20.55555,143.26098,Description468,1,15
469,Place469,-46.0176,-123.35638,Description469,1,16
470,Place470,-22.10255,-68.97067,Description470,1,16
471,Place471,3.65265,-48.63188,Description471,1,16
472,Place472,-31.69406,-83.92603,Description472,1,16
473,Place473,-33.61244,71.98083,Description473,1,16
474,Place474,-17.38739,-112.64564,Description474,1,16
475,Place475,19.32982,30.4341,Description475,1,16
476,Place476,-69.68021,74.95313,Description476,1,16
477,Place477,-4.62755,72.63802,Description477,1,16
478,Place478,-76.94036,-92.4539,Description478,1,16
479,Place479,4.12507,-172.79901,Description479,1,16
480,Place480,16.13285,-48.13962,Description480,1,16
481,Place481,-20.14097,-118.92424,Description481,1,16
482,Place482,3.88699,-0.33556,Description482,1,16
483,Place483,0.63711,89.35775,Description483,1,16
484,Place484,-11.8747,-104.95544,Description484,1,16
485,Place485,-40.52918,-17.43445,Description485,1,16
486,Place486,49.19853,-34.94598,Description486,1,16
487,Place487,-32.8147,-152.82045,Description487,1,16
488,Place488,-37.86739,-90.71455,Description488,1,16
489,Place489,44.33594,-107.30676,Description489,1,16
490,Place490,-12.79446,7.65157,Description490,1,16
491,Place491,-43.96477,119.09143,Description491,1,16
492,Place492,-0.93708,168.45126,Description492,1,16
493,Place493,-9.85304,-64.54155,Description493,1,16
494,Place494,-38.6349,-81.56818,Description494,1,16
495,Place495,30.20074,-3.4761,Description495,1,16
496,Place496,-56.88315,92.87221,Description496,1,16
497,Place497,51.65498,119.78841,Description497,1,16
498,Place498,-3.97562,162.803,Description498,1,16
499,Place499,37.1137,-68.6627,Description499,1,16
500,Place500,-50.62251,112.14524,Description500,1,16
501,Place501,-52.14741,131.20389,Description501,1,16
502,Place502,25.93926,-132.61851,Description502,1,16
503,Place503,57.15837,89.34911,Description503,1,16
504,Place504,-41.14459,-170.05581,Description504,1,16
505,Place505,43.03173,179.55934,Description505,1,16
506,Place506,-11.27309,-72.22885,Description506,1,16
507,Place507,-60.31857,-79.53312,Description507,1,16
508,Place508,-4.23363,40.6382,Description508,1,16
509,Place509,-69.66917,-21.13459,Description509,1,16
510,Place510,62.98228,6.01517,Description510,1,16
511,Place511,-48.46577,7.96391,Description511,1,17
512,Place512,-7.08408,58.23018,Description512,1,17
513,Place513,0.81186,-179.01113,Description513,1,17
514,Place514,-9.65783,170.40602,Description514,1,17
515,Place515,-61.57092,54.40525,Description515,1,17
516,Place516,36.22572,8.99667,Description516,1,17
517,Place517,-27.21007,98.0373,Description517,1,17
518,Place518,-49.62849,64.57881,Description518,1,17
519,Place519,27.87225,157.48577,Description519,1,17
520,Place520,59.81408,101.79144,Description520,1,17
521,Place521,56.57078,-36.75267,Description521,1,17
522,Place522,-11.12631,0.45719,Description522,1,17
523,Place523,44.93828,-59.66302,Description523,1,17
524,Place524,9.59584,-84.6929,Description524,1,17
525,Place525,-26.97334,40.61156,Description525,1,17
526,Place526,45.89074,-95.2934,Description526,1,17
527,Place527,-6.24162,46.88597,Description527,1,17
528,Place528,-34.66898,-116.38522,Description528,1,17
529,Place529,27.16284,100.84268,Description529,1,17
530,Place530,-17.87589,107.91879,Description530,1,17
531,Place531,-2.66,-86.61699,Description531,1,17
532,Place532,-57.57342,26.34549,Description532,1,17
533,Place533,-68.59543,-129.30875,Description533,1,17
534,Place534,60.99669,172.62526,Description534,1,17
535,Place535,-49.36536,110.67947,Description535,1,17
536,Place536,-10.87359,58.84879,Description536,1,17
537,Place537,38.95527,22.72976,Description537,1,17
538,Place538,-18.89342,-66.67575,Description538,1,17
539,Place539,-35.45931,-92.9408,Description539,1,17
540,Place540,20.57163,-12.85558,Description540,1,17
541,Place541,-31.19861,-153.0206,Description541,1,17
542,Place542,33.85718,-165.93456,Description542,1,17
543,Place543,-5.65998,-29.92066,Description543,1,17
544,Place544,-65.90297,-38.52677,Description544,1,17
545,Place545,-36.19163,-99.43696,Description545,1,17
546,Place546,-29.15227,137.55284,Description546,1,17
547,Place547,-38.37201,-173.29227,Description547,1,17
548,Place548,-36.04995,104.2185,Description548,1,17
549,Place549,42.58049,-128.65432,Description549,1,18
550,Place550,43.15756,74.56518,Description550,1,18
551,Place551,-24.18637,166.5751,Description551,1,18
552,Place552,9.70337,-122.46702,Description552,1,18
553,Place553,-24.02449,17.65553,Description553,1,18
554,Place554,-16.29667,-116.44984,Description554,1,18
555,Place555,80.31879,74.56658,Description555,1,18
556,Place556,8.8388,-22.92801,Description556,1,18
